"name","prices","designer"
"Dolce & Gabbana Dolce Box embellished leather shoulder bag Black",299,"dolce gabbana"
"Dolce & Gabbana Dolce Soft leather shoulder bag Red",229,"dolce gabbana"
"Dolce & Gabbana Dolce Soft leather shoulder bag White",299,"dolce gabbana"
"Dolce & Gabbana Embellished leather shoulder bag Black",259,"dolce gabbana"
"Dolce & Gabbana Dolce Soft leather shoulder bag Fumo",249,"dolce gabbana"
"Dolce & Gabbana Dolce Soft leather shoulder bag black",269,"dolce gabbana"
"Dolce & Gabbana Dolce Soft leather shoulder bag Black",249,"dolce gabbana"
"Dolce & Gabbana Dolce Soft leather shoulder bag Yellow",249,"dolce gabbana"
"Dolce & Gabbana Dolce Shopping Small leather cross-body bag Black",229,"dolce gabbana"
"Dolce & Gabbana Dolce Shopping Small leather cross-body bag Red",229,"dolce gabbana"
"Dolce & Gabbana Dolce Shopping Small leather cross-body bag Blue",229,"dolce gabbana"
"Dolce & Gabbana Sicily Small leather shoulder bag Green",199,"dolce gabbana"
"Dolce & Gabbana Sicily Small leather shoulder bag Red",199,"dolce gabbana"
"Dolce & Gabbana Welcome printed leather shoulder bag Black",299,"dolce gabbana"
"Dolce & Gabbana Welcome printed leather shoulder bag Ivory",299,"dolce gabbana"
"Dolce & Gabbana Welcome leather shoulder bag Red",249,"dolce gabbana"
"Dolce & Gabbana Welcome leather shoulder bag Pink",249,"dolce gabbana"
"Dolce & Gabbana Lucia printed velvet shoulder bag Black",399,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Black/White",299,"dolce gabbana"
"Dolce & Gabbana Lucia snakeskin shoulder bag Red",399,"dolce gabbana"
"Dolce & Gabbana Lucia floral-printed leather handbag Beige",269,"dolce gabbana"
"Dolce & Gabbana Lucia Small embossed leather shoulder bag Black",249,"dolce gabbana"
"Dolce & Gabbana Lucia Medium leather shoulder bag Dark Plum",249,"dolce gabbana"
"Dolce & Gabbana Lucia Small embossed leather shoulder bag Green",249,"dolce gabbana"
"Dolce & Gabbana Lucia Small embossed leather shoulder bag Pink",249,"dolce gabbana"
"Dolce & Gabbana Lucia Medium leather shoulder bag Ocean",269,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Rosa Shocking",249,"dolce gabbana"
"Dolce & Gabbana Lucia Medium leather shoulder bag Black",269,"dolce gabbana"
"Dolce & Gabbana Lucia Samll leather shoulder bag Nero",249,"dolce gabbana"
"Dolce & Gabbana Lucia Small leather shoulder bag Black",249,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Red",249,"dolce gabbana"
"Dolce & Gabbana Lucia Small leather shoulder bag Rosa Poudre",249,"dolce gabbana"
"Dolce & Gabbana Lucia Small leather shoulder bag Dark Beige",249,"dolce gabbana"
"Dolce & Gabbana Lucia embossed leather crossbody bag Black",299,"dolce gabbana"
"Dolce & Gabbana Lucia Mini leather cross-body bag Black",249,"dolce gabbana"
"",249,"dolce gabbana"
"Dolce & Gabbana Lucia Mini leather crossbody bag Red",249,"dolce gabbana"
"Dolce & Gabbana Lucia embossed leather shoulder bag Dark Blue",229,"dolce gabbana"
"Dolce & Gabbana Lucia embossed leather shoulder bag Green",229,"dolce gabbana"
"Dolce & Gabbana Lucia embossed leather shoulder bag Red",229,"dolce gabbana"
"Dolce & Gabbana Lucia embossed leather shoulder bag Black",229,"dolce gabbana"
"Dolce & Gabbana Monica embossed leather shoulder bag Black",239,"dolce gabbana"
"Dolce & Gabbana Monica Small embossed leather shoulder bag Grigio Medio",239,"dolce gabbana"
"Dolce & Gabbana Leather shoulder bag Black",239,"dolce gabbana"
"Dolce & Gabbana Leather shoulder bag Red",239,"dolce gabbana"
"Dolce & Gabbana Embellished snakeskin-trimmed top handle bag",229,"dolce gabbana"
"Dolce & Gabbana Lucia printed leather shoulder bag Red",299,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Nude/Black",299,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Pino Scuro",269,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Nero",269,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Sky Blue",239,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Greige",239,"dolce gabbana"
"Dolce & Gabbana Lucia leather crossbody bag Red",269,"dolce gabbana"
"Dolce & Gabbana Lucia leather cross-body bag Black",269,"dolce gabbana"
"Dolce & Gabbana Lucia embellished leather shoulder bag Black",299,"dolce gabbana"
"Dolce & Gabbana Lucia velvet shoulder bag Nero",269,"dolce gabbana"
"Dolce & Gabbana Lucia velvet shoulder bag Sky Blue",269,"dolce gabbana"
"Dolce & Gabbana Lucia leather and velvet shoulder bag Red",269,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Nero",259,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Black",259,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Blue",249,"dolce gabbana"
"Dolce & Gabbana DG Millennials leather shoulder bag Gold",239,"dolce gabbana"
"Dolce & Gabbana DG Millennials Mini leather shoulder bag Black",199,"dolce gabbana"
"Dolce & Gabbana DG Millennials Mini leather shoulder bag Grey",199,"dolce gabbana"
"Dolce & Gabbana DG Millennials Mini leather shoulder bag Rubino",199,"dolce gabbana"
"Dolce & Gabbana DG Millennials Mini leather shoulder bag Red",199,"dolce gabbana"
"Dolce & Gabbana DG Millennials Mini leather shoulder bag Pink",199,"dolce gabbana"
"Dolce & Gabbana Rosalia embossed leather shoulder bag Black",259,"dolce gabbana"
"Dolce & Gabbana Rosalia leather shoulder bag Black",229,"dolce gabbana"
"Dolce & Gabbana Rosalia leather shoulder bag Red",229,"dolce gabbana"
"Dolce & Gabbana Rosalia leather shoulder bag light Blue",229,"dolce gabbana"
"Dolce & Gabbana Rosalia leather shoulder bag Pink",229,"dolce gabbana"
"Dolce & Gabbana Rosalia leather shoulder bag White",229,"dolce gabbana"
"Dolce & Gabbana Lucia Mini shoulder bag Grey",229,"dolce gabbana"
"Dolce & Gabbana Two-Tone Leather & Snakeskin Shoulder Bag Black",299,"dolce gabbana"
"Dolce & Gabbana Lucia embellished leather shoulder bag",299,"dolce gabbana"
"Dolce & Gabbana Lucia embellished leather shoulder bag Leo",259,"dolce gabbana"
"Dolce & Gabbana Lucia shoulder bag Ghiaccio/Mosto",259,"dolce gabbana"
"Dolce & Gabbana Lucia leather shoulder bag Dark Blue",239,"dolce gabbana"
"Dolce & Gabbana Lucia shoulder bag Beige",239,"dolce gabbana"
"Dolce & Gabbana Lucia Medium leather shoulder bag Black",299,"dolce gabbana"
"Dolce & Gabbana Lucia Small leather shoulder bag Blue",229,"dolce gabbana"
"Dolce & Gabbana Lucia Small leather shoulder bag Rosa",229,"dolce gabbana"
"Dolce & Gabbana Lucia Small leather shoulder bag Pink",229,"dolce gabbana"
"Dolce & Gabbana Mini Leather Camera Bag Blue",199,"dolce gabbana"
"Dolce & Gabbana Dolce Camera leather shoulder bag Red",229,"dolce gabbana"
"Dolce & Gabbana Leather crossbody bag Black",199,"dolce gabbana"
"Dolce & Gabbana Leather cross-body bag Pink",199,"dolce gabbana"
"Dolce & Gabbana Leather crossbody bag Cipria",199,"dolce gabbana"
"Dolce & Gabbana Leather-trimmed embellished shoulder bag RedBlack",269,"dolce gabbana"
"Dolce & Gabbana DG Millenials leather shoulder bag Red",259,"dolce gabbana"
"Dolce & Gabbana DG Millennials leather shoulder bag Black",229,"dolce gabbana"
"Dolce & Gabbana DG Millennials leather shoulder bag Blue",229,"dolce gabbana"
"Dolce & Gabbana DG Millennials leather shoulder bag Red",229,"dolce gabbana"
"Dolce & Gabbana DG Millennials leather shoulder bag Pink",229,"dolce gabbana"
"Dolce & Gabbana DG Millennials suede shoulder bag Grey",259,"dolce gabbana"
"Dolce & Gabbana DG Millennials suede shoulder bag Yellow",259,"dolce gabbana"
"Dolce & Gabbana Dolce Box embellished box clutch Blue",299,"dolce gabbana"
"Dolce & Gabbana Dolce Box embellished box clutch Black/Gold",299,"dolce gabbana"
"Dolce & Gabbana Dolce Box embellished box clutch Black",299,"dolce gabbana"
"Dolce & Gabbana Dolce Box embellished velvet box clutch Blue",299,"dolce gabbana"
"Dolce & Gabbana Dolce Box embellished leather bag Rosa",299,"dolce gabbana"
"Dolce & Gabbana Dolce Box embellished leather bag Gold",259,"dolce gabbana"
"Dolce & Gabbana Dolce Box clutch Black/Gold",299,"dolce gabbana"
"Dolce & Gabbana Dolce Pochette metallic leather shoulder bag Silver",199,"dolce gabbana"
"Dolce & Gabbana Lucia embossed leather shoulder bag Blue",229,"dolce gabbana"
"Dolce & Gabbana Embroidered Dolce leather crossbody bag Pink",299,"dolce gabbana"
"Dolce & Gabbana Dolce embellished shoulder bag Black",209,"dolce gabbana"
"Dolce & Gabbana Anna embellished shoulder bag Pink",299,"dolce gabbana"
"Dolce & Gabbana Dorina satin shoulder bag Pink",229,"dolce gabbana"
"Dolce & Gabbana Dorina satin shoulder bag Black",229,"dolce gabbana"
"Dolce & Gabbana Beatrice fur shopper leather shoulder bag Black",269,"dolce gabbana"
"Dolce & Gabbana Striped Canvas Tote leather shoulder bag White-Black",259,"dolce gabbana"
"Dolce & Gabbana Beatrice embellished leather shopper Black",259,"dolce gabbana"
"Dolce & Gabbana Dolce Shopping shoulder bag White",219,"dolce gabbana"
"Dolce & Gabbana Dolce Shopping shoulder bag Black",219,"dolce gabbana"
"Dolce & Gabbana Dolce Shopping leather shoulder bag Blue",219,"dolce gabbana"
"Dolce & Gabbana Dolce Shopping leather shoulder bag Black",219,"dolce gabbana"
"Dolce & Gabbana Leather bucket bag Black",229,"dolce gabbana"
"Dolce & Gabbana Embossed leather bucket bag Black",259,"dolce gabbana"
"Dolce & Gabbana Embossed leather shoulder bag Rose",259,"dolce gabbana"
"Dolce & Gabbana Dolce Box fur-trimmed shoulder bag Natural Rosso",298,"dolce gabbana"
"Dolce & Gabbana Dolce Box embellished rattan shoulder bag Natural White",298,"dolce gabbana"
"Dolce & Gabbana Sicily Leather Backpack Black",255,"dolce gabbana"
"Dolce & Gabbana Textured-Leather Wallet on Chain",189,"dolce gabbana"
"Dolce & Gabbana Embellished Camera Bag Black",289,"dolce gabbana"
"Dolce & Gabbana Embellished Cameo Leather Top-Handle Bag",289,"dolce gabbana"
"Dolce & Gabbana Floral Cameo Two-Tone Leather Top-Handle Bag",289,"dolce gabbana"
"Dolce & Gabbana Sicily Medium Floral Cameo Textured Leather Top-Handle Satchel",289,"dolce gabbana"
"Dolce & Gabbana Sicily Small Two-Tone Crocodile & Eel Top-Handle Satchel",289,"dolce gabbana"
"Dolce & Gabbana Sicily Small Multicolor Crocodile Python & Leather Top-Handle Satchel",289,"dolce gabbana"
"Dolce & Gabbana Sicily Medium Leopard-Print Coated Canvas & Leather Top-Handle Satchel",209,"dolce gabbana"
"Dolce & Gabbana Leopard-Print Mini Chain Crossbody Bag",209,"dolce gabbana"
"Dolce & Gabbana Small Framed Sequined Clutch with Chain",249,"dolce gabbana"
"Dolce & Gabbana Sicily Small Textured Leather Top-Handle Satchel",209,"dolce gabbana"
"Dolce & Gabbana Small Miss Sicily Top-Handle Satchel Color Black",239,"dolce gabbana"
"Dolce & Gabbana Sicily Medium Textured Leather Top-Handle Satchel",239,"dolce gabbana"
"Dolce & Gabbana Sicily Large Textured Leather Top-Handle Satchel",229,"dolce gabbana"
"Dolce & Gabbana Sicily Micro Textured Leather Top-Handle Satchel",239,"dolce gabbana"
"Dolce & Gabbana Sicily Medium Embroidered Top-Handle Satchel",305,"dolce gabbana"
"Dolce & Gabbana Sicily Medium Floral Textured Leather Top-Handle Satchel",239,"dolce gabbana"
"Dolce & Gabbana Miss Sicily Mini Leopard-Print Crossbody Bag",189,"dolce gabbana"
"Dolce & Gabbana Rosalia Chain Shoulder Bag Multicolor",255,"dolce gabbana"
"Dolce & Gabbana Monica Studded Lock Crossbody Bag Gray",189,"dolce gabbana"
"Dolce & Gabbana Monica Studded Lock Satchel Bag Black",235,"dolce gabbana"
"Dolce & Gabbana Glam Round SnakeCrocodile Crossbody Bag Multicolor",209,"dolce gabbana"
"Dolce & Gabbana Glam Italian Tile Textured Leather Crossbody Bag",189,"dolce gabbana"
"Fendi Runaway tote Bag White/Ivory",269,"fendi"
"Fendi Runaway tote Bag White/Beige",269,"fendi"
"Fendi Runaway tote Yellow Bag",269,"fendi"
"Fendi Runaway tote Black/Blue Bag",269,"fendi"
"Fendi Runaway tote bag Black/Blue",269,"fendi"
"Fendi Runaway large tote bag Purple",239,"fendi"
"Fendi Runaway tote bag Purple",229,"fendi"
"Fendi regular Runaway tote bag Rose",229,"fendi"
"Fendi Runaway Small Embroidered Century Tote Bag, Red",259,"fendi"
"Fendi Runaway Small Century Calf FF Tote Bag Brown Pattern",269,"fendi"
"Fendi Runaway Medium Two-Tone Leather Tote Bag Dark Gray",229,"fendi"
"Fendi Runaway Medium Two-Tone Leather Tote Bag Dark Blue",229,"fendi"
"Fendi Runaway small leather tote Bag Node",229,"fendi"
"Fendi Runaway large leather tote Bag Blush-pink",229,"fendi"
"Fendi Runaway Small Two-Tone Leather Tote Bag Green",229,"fendi"
"Fendi Runaway small two-tone leather tote Black",229,"fendi"
"Fendi Runaway flocked leather tote Bag White",249,"fendi"
"Fendi Runaway small python and embroidered raffia-trimmed leather tote Black",249,"fendi"
"Fendi Runaway watersnake and leather bag Blush-pink",249,"fendi"
"Fendi Runaway leather bag Green",229,"fendi"
"Fendi Runaway Small leather shoulder bag Nero+Maya",249,"fendi"
"Fendi Runaway leather shoulder bag Black/Blue",249,"fendi"
"Fendi Runaway leather shoulder bag Torquise/Beige/Ivory/Black",249,"fendi"
"Fendi Runaway Small leather shoulder bag Grey/Nude/Black",249,"fendi"
"Fendi Runaway Small leather shoulder bag Beige",229,"fendi"
"Fendi Runaway Small leather shoulder bag Fragola",229,"fendi"
"Fendi Runaway Small leather shoulder bag Black",229,"fendi"
"Fendi Runaway leather shoulder bag Brown",229,"fendi"
"Fendi Runaway Small leather shoulder bag Camelia",229,"fendi"
"Fendi Runaway Small leather shoulder bag Grey",229,"fendi"
"Fendi Runaway Small leather shoulder bag White",229,"fendi"
"Fendi Runaway leather tote Black",229,"fendi"
"Fendi Runaway Small leather shoulder bag Red",289,"fendi"
"Fendi Kan I small flocked leather shoulder bag White",259,"fendi"
"Fendi KAN I small color-block leather shoulder bag",219,"fendi"
"Fendi pink kan I F small leather shoulder bag",198,"fendi"
"Fendi Kan I Logo leather cross-body bag Black",259,"fendi"
"Fendi Kan I mini leather cross-body bag Banana-yellow",259,"fendi"
"Fendi Kan I Logo small leather cross-body bag Taupe-grey",198,"fendi"
"Fendi Kan I Small leather shoulder bag Beige",198,"fendi"
"Fendi Kan I F Mini leather shoulder bag Pink",198,"fendi"
"Fendi Kan I F Mini leather shoulder bag Blush-pink",198,"fendi"
"Fendi Kan I logo bag Dark Grey",239,"fendi"
"Fendi Kan I F tote bag Dark Grey",239,"fendi"
"Fendi Kan I F tote bag Grey",239,"fendi"
"Fendi Kan I F shoulder bag Pink",239,"fendi"
"Fendi Kan I F shoulder bag Grey",239,"fendi"
"Fendi Kan I F shoulder bag Blue",239,"fendi"
"Fendi Kan I F shoulder bag Beige",239,"fendi"
